;A01;card;2199;;4908366099900433;2021.01.01
WS01;;card;2199;;4908366099900433;2021.01.01
;;card;2199;;4908366099900433;2021.01.01
WS01FAKE;A01;card;2199;;4908366099900433;2021.01.01
WS01;A01FAKE;card;2199;;4908366099900433;2021.01.01
WS01FAKE;A01FAKE;card;2199;;4908366099900433;2021.01.01
WS01;A01;;2199;;4908366099900433;2021.01.01
WS01;A01;cards;2199;;4908366099900433;2021.01.01
WS01;A01;cards;;;4908366099900433;2021.01.01
WS01;A01;cards;-1;;4908366099900433;2021.01.01
WS01;A01;cards;0;;4908366099900433;2021.01.01
WS01;A01;cards;2a199;;4908366099900433;2021.01.01
WS01;A04;transfer;2199;;4908366099900434;2021.01.01
WS01;A01;card;2199;;4908366099900434;2021.01.01
WS01;A01;card;2199;;4908366099900433;
WS01;A01;card;2199;;4908366099900433;2021.01.01;extraData
WS01;A01;card;2199;;4908366099900433;2021-01-01
WS01;A01;card;2199;;4908366099900433;2021.01.1
